th1,th2,th3,X,Y,PHI
-1.8863381854343424,0.8007626059990387,2.463585533283779,7.992702458649533,-10.393643991514274,1.3780099538484754
0.3818392249659106,-2.6332406329950597,1.0880426893260253,12.933603913083017,-29.549178009381762,-1.1633587187031238
-2.0874129832023227,-2.019844402528032,1.25474027101989,-41.25121553810381,-5.711826500892383,-2.852517114710465
0.2965477294986911,0.9071068740300516,2.5366870212363795,4.079049120198533,9.738513046656022,3.740341624765122
0.39416927512604794,2.029785837869566,-3.096210635936872,19.378141557640763,4.699926161110534,-0.6722555229412581
-0.2965676827417023,-1.5498695514323857,-0.2684939865671634,-0.8198391612733236,-42.92907455221167,-2.1149312207412514
-0.27050429468328296,-0.9020795413219198,-0.03979548057619997,31.817693848962683,-43.59447871237617,-1.2123793165814027
0.893054441481091,-1.4282533693248975,-0.8790912346485782,30.58774610119461,-19.16628191544011,-1.4142901624923847
-1.0151341633279398,-0.4855629357277671,-2.1338542131784815,-9.963145198819594,-22.511319715798418,-3.6345513122341884
-2.955174444750649,0.866306105652284,1.5554662407597428,-6.309489182884835,-31.352234005218396,-0.5334020983386223
0.5086110327550979,-0.8852379238088353,2.7348065240970225,16.220759787918006,17.52160454166635,2.358179633043285
-3.119647916361713,1.264128112902668,1.0426649529816778,-6.522014597564469,-35.311889086951346,-0.8128548504773669
2.196475383945157,2.274831467918256,-2.037453294151299,-31.968505886300235,10.281795089962705,2.433853557712114
0.46295150166493704,0.7543926777718242,2.4143278757516864,1.4943882059767297,14.591522342025685,3.6316720551884476
-0.5128185665452825,0.5731509729180804,-0.6407377034402009,53.01216768220184,-19.807524739949756,-0.580405297067403
2.828877433970593,-0.4432553340097152,-2.3646522918988895,-7.005102375702062,18.746114674046503,0.02096980806198845
0.6313780441411314,1.3661380207600677,0.4511429504859099,-11.836831180393625,42.022949495773005,2.448659015387109
-2.13540438683063,0.6807321333408383,1.747484366719159,15.12598834948022,-26.59475788971684,0.2928121132293673
-2.036094635186234,0.958898712627037,-3.025389420974185,-11.797777447667954,-13.070221860771305,-4.1025853435333826
-2.9564798304305593,-0.06509519725470847,-2.748161053683489,-15.538611159371229,5.893405748664364,-5.769736081368757
-3.0654639676554334,2.027590210349869,1.9105937208285955,7.485381675422392,-0.038290346595804436,0.8727199635230312
-2.34210205066042,2.740238510081854,-0.18684291670474495,28.152182314876306,0.0009763084916487585,0.21129354271668888
-2.7393647632520493,1.2260051885269228,-1.8507581950095233,-36.98544632885583,-20.5477049304465,-3.3641177697346496
-1.6499268357857855,2.6743437917192576,-2.68101246344503,6.557569470411649,-23.628382178871444,-1.6565955075115577
1.3918234122056266,-1.604645806530672,2.596284438691238,4.896837448649411,28.52929078002824,2.3834620443661922
0.87272009713441,1.1079785142366765,-1.617953614515084,24.85809755184571,38.61076181728777,0.3627449968560026
0.6742870639153513,-1.6861203186036322,-2.2345017112314443,0.48147917138300755,-3.089843473965711,-3.246334965919725
2.7028642412467434,-1.5126838023862872,2.410659370603118,-28.948507419192175,14.666403268575742,3.600839809463574
-0.8930787130508508,0.4451609093012041,1.3213360152789653,42.55578254978036,-3.8416450245601155,0.8734182115293185
0.7311146117045184,1.8101313355633684,-1.193124659688682,2.0569709292887284,44.516674061498996,1.3481212875792048
-2.395681351297262,-1.7733540341197473,0.788049033212292,-44.65325053168762,10.180323581502982,-3.3809863522047174
-0.9283643823831977,1.809233057091018,-3.115357522022554,8.109916060201469,-17.07397526625627,-2.2344888473147337
-0.34053476634660873,1.1792744277114187,-1.1055980031084993,50.90930515272386,2.389221737156719,-0.2668583417436894
-1.0746926896795732,0.7641746462319898,0.9256141316097137,44.96788983309708,-7.484182419197209,0.6150960881621303
1.8893983135586785,-2.078720566745062,2.116866531488351,5.303179322316867,34.12065183754938,1.9275442783019674
-1.2806174951221403,-3.087076517577487,-0.16070877748354429,-5.764029877333713,24.2049278781507,-4.528402790183172
1.3206449417421977,-2.4810756904678524,-3.0435305714529624,0.5918067902609092,19.139101746922815,-4.2039613201786175
1.343317708764907,0.8894758398582132,2.532328859615114,-6.632997265292197,8.580576359686326,4.765122408238234
2.6788535751588682,1.2861264676245785,1.4748953845776764,-12.832361636423563,-23.524295417034267,5.439875427361123
2.0568533456017457,1.439372927779142,-0.8762108832386044,-45.70092739549264,19.893109828295245,2.6200153901422834
-1.212883670444224,0.40951578900378527,1.412535497265793,38.00975318022396,-16.436727166362367,0.6091676158253543
-2.2977056668079303,-2.62552089329547,1.3942324997639757,-28.61683572831383,14.565345453249982,-3.528994060339424
-0.4027340028637161,2.648158408125072,0.1592694828398593,-13.260443298694764,23.630824443862913,2.404693888101215
-1.8673014221572795,-1.0223799800423374,-2.3620577063952837,-11.555066304612023,-1.2590501144027968,-5.251739108594901
1.7247116495116925,0.2641146031158299,-2.4372278901660467,10.40675015654746,24.191860093656153,-0.44840163753852424
-1.4312556156490235,-0.15994235490822817,-0.603849041065947,-11.466360321195651,-54.4930359036278,-2.1950470116231986
1.1388346554573525,0.15183860750697242,-2.4465143657667645,21.642532945050743,12.649802478810404,-1.1558411028024396
-1.7238563219510374,-0.8380653845473951,1.120532003492765,-15.52003554082884,-50.016169289849365,-1.4413897030056675
-1.5423763586909776,-0.9290443020662345,0.08749346916717737,-31.11568170116199,-44.60066053809939,-2.3839271915900344
-1.2152452658743713,-2.3159706998956775,-2.3983118882436956,9.918410192128583,-0.7541538986863028,-5.929527854013744
0.8472247804458455,0.2652461871004319,1.934056851680741,-3.234542886133447,31.962879108472805,3.0465278192270184
-1.2852291221689305,0.6521235267533259,-1.1082820457015403,16.20201731176877,-50.21905424151562,-1.741387641117145
0.8088679263839533,1.7864154744868541,0.2900799622939232,-26.748210683177135,27.999811164905946,2.8853633631647306
1.751446360119644,0.6493537233189652,1.3718448480335335,-35.64548204829286,15.97606951130743,3.7726449314721426
3.010414511317248,-0.1622927584231384,0.6457055052555907,-56.62950533200983,-0.21501860302136944,3.4938272581497003
